exp_id,agent_id,env_id,policy_id,exp_seed,num_episodes,episode_return_mean,episode_return_std,episode_return_max,episode_return_min,episode_steps_mean,episode_steps_std,episode_time_mean,episode_time_std,num_episode_done,num_LOSS,num_DRAW,num_WIN,num_NA
21,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.03985,0.326970147719941,0.8,-1.95,47.824,9.68209811972591,0.121105366230011,0.504763275576445,1000,51,0,3,946
692,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.02955,0.339594313114929,1.25,-2.1,46.411,11.7756562025222,0.10329980134964,0.408030324130692,1000,88,0,5,907
567,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0438,0.341667323576604,1.35,-2.25,47.303,10.2169071151694,0.117086926460266,0.48348321408079,1000,68,0,4,928
217,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0425,0.349032591601415,1.15,-1.95,48.075,8.91332569807701,0.116953029155731,0.482199981438794,1000,48,0,8,944
497,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0338,0.356682716149802,1.1,-2.15,47.808,9.49511116311968,0.120087318897247,0.481595121245856,1000,52,0,7,941
350,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0428,0.340621725672335,0.8,-2.05,47.629,9.93394981867736,0.121829959630966,0.517534042791262,1000,58,0,5,937
707,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.04345,0.332775596310787,1.2,-2.05,47.765,9.71307237695674,0.112872319221497,0.448784543707866,1000,55,0,2,943
395,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.01785,0.351004098978916,1.3,-2,46.717,11.6647722223797,0.120619447946548,0.503404028347549,1000,72,0,8,920
591,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.02135,0.372923152271349,1.3,-2.15,47.833,9.39558997615371,0.124093609333038,0.521913021417242,1000,50,0,12,938
494,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0387,0.350210379629159,1.05,-2.1,46.708,11.3458686754254,0.121211444616318,0.514218929276735,1000,79,0,7,914
63,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0285,0.336961051161704,1,-2.05,46.323,12.0282447181623,0.114676321268082,0.479648197055191,1000,88,0,5,907
54,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.02855,0.363988183187311,1,-2.15,47.407,10.2397925271951,0.121315994739532,0.508270256880049,1000,62,0,10,928
189,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0202,0.371338066995562,1.3,-2,47.147,10.4841495124784,0.11964208984375,0.494963949958281,1000,71,0,10,919
541,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.06195,0.313344375248703,1.2,-2,45.944,12.119276546065,0.110522010087967,0.460338737753297,1000,111,0,2,887
399,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.03465,0.351207741230173,0.9,-2.15,48.066,8.67004290646823,0.123390146017075,0.510495093233725,1000,51,0,11,938
378,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0346,0.342677457677041,1.4,-2,47.517,10.2782153606548,0.117484941244125,0.491260245920632,1000,57,0,4,939
336,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.04875,0.341798094640682,1.1,-2.1,46.879,11.2407454823957,0.111952164411545,0.45369671293285,1000,76,0,4,920
299,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.042,0.35102136687102,1,-2,48.308,8.33877305123482,0.118315512895584,0.478970991402967,1000,42,0,8,950
296,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.03585,0.347256788990511,1.25,-2.1,46.012,12.4478052683997,0.119229510784149,0.498487410936497,1000,97,0,6,897
6,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0266,0.337538797769975,1.15,-2,46.433,11.7843757153275,0.117431827545166,0.489228347391202,1000,86,0,6,908
641,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.04475,0.350777618299686,1.1,-1.95,44.536,13.8044450812048,0.113426476716995,0.479701571584364,1000,139,0,8,853
448,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.04135,0.332261459546545,0.85,-2.2,47.508,10.2441171410717,0.120743846654892,0.499626517486038,1000,58,0,6,936
297,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0369,0.370382761477907,1.3,-2,47.79,9.58508737571025,0.121833748579025,0.505941716939859,1000,56,0,9,935
161,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.03295,0.34269052729832,1.2,-1.95,47.108,10.5040152322814,0.120259471893311,0.505193536660468,1000,72,0,6,922
133,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0399,0.35935078961928,1.35,-2.05,47.956,9.07359157114756,0.120342090368271,0.503479201408816,1000,50,0,8,942
511,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.03785,0.349771178772636,0.95,-2.05,47.646,10.0191159290628,0.119109668254852,0.490115903411803,1000,56,0,5,939
280,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.041,0.352950421447546,1.3,-2.05,47.555,10.1205224667504,0.122717599868774,0.51291708707097,1000,57,0,7,936
70,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.02645,0.349775495854127,1.1,-2,47.488,10.2861001356199,0.121343427419662,0.509174833114619,1000,58,0,7,935
210,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.02975,0.319824072733744,0.6,-2.2,46.478,11.6608539996005,0.100129089832306,0.377768500990644,1000,91,0,4,905
595,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.02655,0.341376035333472,1.2,-2,47.283,10.5024240535221,0.11480702662468,0.479376518387332,1000,66,0,4,930
3,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.04445,0.346708375295436,1.25,-2.15,47.787,9.74338909209726,0.116986690282822,0.491830368137345,1000,51,0,5,944
495,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.04865,0.329197019275691,1.05,-2.15,46.55,11.692625881298,0.121426054954529,0.514051416153976,1000,86,0,4,910
295,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.04305,0.317960999966977,0.9,-2.05,47.94,9.42010615651437,0.119968950748444,0.495592433616038,1000,50,0,1,949
329,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0304,0.350964157714145,0.95,-2,47.61,9.97877246959765,0.11371062874794,0.461065765565531,1000,55,0,9,936
349,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0286,0.36788862445039,1.2,-2.1,47.5,10.0301545352003,0.121465748310089,0.514351584146365,1000,58,0,11,931
413,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.02895,0.373235043236833,1.3,-2,47.459,10.0844592814885,0.115950856685638,0.476961928974487,1000,61,0,13,926
543,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0757,0.305858643820965,0.5,-2.25,44.369,14.0940001064283,0.114688609600067,0.486950701064416,1000,149,0,2,849
406,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0377,0.350269481970668,0.9,-2,45.175,13.4376476736072,0.108574674606323,0.451170042522753,1000,121,0,6,873
175,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.03625,0.347114444383982,1.35,-2,45.552,12.9387517172253,0.110000718832016,0.445083228045736,1000,107,0,7,886
126,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0483,0.332944605002094,1.35,-2.35,45.316,13.2685396332829,0.118059726476669,0.504121094528658,1000,115,0,4,881
665,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.03465,0.336596015276473,0.9,-2,46.851,11.2487687770707,0.118850326776504,0.496676779840231,1000,77,0,5,918
55,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0371,0.352368542863861,1.1,-2.05,47.523,10.0044725498149,0.121046405553818,0.516559082583232,1000,60,0,7,933
492,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0343,0.343923697933132,1,-2.1,45.898,12.4881382119193,0.120614841222763,0.516590422355306,1000,102,0,8,890
346,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.03895,0.327254331522136,0.8,-2.1,47.888,9.46770595234136,0.119529386758804,0.503269186177813,1000,50,0,3,947
392,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.12565,0.35574510186368,1.15,-2.45,38.773,17.3117726128782,0.043729247808456,0.43149524786376,1000,342,0,4,654
392,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.121,0.36583329536826,0.95,-2.55,38.773,17.3117726128782,0.043729247808456,0.43149524786376,1000,342,0,4,654
672,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.04185,0.366382419747454,1.4,-2.15,47.149,10.6351680287619,0.123766303777695,0.526175533047688,1000,69,0,10,921
238,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.046,0.318816561677715,0.5,-2.1,46.804,11.2998930968395,0.12128299164772,0.510252519526874,1000,78,0,3,919
151,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0313,0.384311475238511,1.2,-2.15,46.811,11.2113905917152,0.119406820058823,0.503302885742561,1000,74,0,14,912
691,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.03725,0.331383369377523,0.7,-2.1,47.328,10.6402263133826,0.120759240627289,0.499872755175629,1000,64,0,5,931
637,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.1097,0.349250497494277,1.1,-2.35,40.75,15.8305874812023,0.048444537162781,0.45852312016749,1000,291,0,4,705
637,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.1159,0.350673908353615,1.2,-2.45,40.75,15.8305874812023,0.048444537162781,0.45852312016749,1000,291,0,4,705
149,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.04015,0.362774692474544,1.4,-2.15,46.546,11.2689788357242,0.118299910545349,0.496110617828553,1000,94,0,8,898
721,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0355,0.347123537087303,1.25,-1.95,47.376,10.5579649554258,0.117628472089767,0.493587895819576,1000,64,0,5,931
250,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.03305,0.341028147665262,1.15,-2.1,47.933,9.24859508249766,0.120947613239288,0.502304361140747,1000,50,0,5,945
248,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0415,0.356654945290262,0.9,-2.2,47.882,9.42985026392254,0.122643885135651,0.507278102953514,1000,51,0,7,942
247,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.04935,0.329578636291856,0.9,-2.1,45.882,12.5171912184803,0.109223956108093,0.453913719378981,1000,105,0,5,890
616,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0397,0.323618463626537,0.9,-2,47.114,10.7089217010864,0.118375724554062,0.500878385379721,1000,73,0,2,925
394,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.05575,0.335155840617465,1.1,-2.1,45.143,13.3279612469425,0.109805620670319,0.457889935253377,1000,126,0,6,868
640,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.02925,0.338927628705598,1.3,-2.55,47.233,10.7943833079987,0.121073793411255,0.506904638314811,1000,64,0,5,931
623,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0369,0.346869413468527,1.05,-2.35,47.074,10.8646455993741,0.115656814575195,0.476578080904888,1000,70,0,7,923
445,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0366,0.36006310558012,1.35,-2.2,47.189,10.3804276886841,0.107136590242386,0.422529696748747,1000,70,0,6,924
630,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0321,0.339255935836059,0.9,-2.05,47.474,10.1517153230378,0.118534540653229,0.497332413628171,1000,67,0,6,927
589,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.04675,0.346340782322845,0.95,-2.1,48.062,8.84432903051441,0.121625562191009,0.504831810710184,1000,48,0,6,946
420,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.02105,0.343124463569708,1.1,-2.3,46.198,12.1917511457542,0.107090098142624,0.420630477338773,1000,90,0,7,903
266,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.02265,0.326641206065616,0.75,-2.1,47.586,10.164280791084,0.116353493928909,0.481561459425037,1000,56,0,4,940
447,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0318,0.359282284561875,1.2,-2,46.769,11.4851050931195,0.111506429195404,0.459047177467987,1000,71,0,10,919
638,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.0286,0.375289275093228,1.2,-2.25,47.297,10.1690113088736,0.121396024703979,0.502260614554541,1000,66,0,10,924
273,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.05375,0.345873441449326,0.9,-2.1,46.397,11.8901383928027,0.115307336091995,0.481413613498988,1000,89,0,6,905
294,0,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.1286,0.369529484615234,1.15,-2.65,39.793,16.5090929793251,0.049114848852158,0.450525995927056,1000,323,0,5,672
294,1,Driving7x7RoundAbout-n2-v0,uniform_random-v0,0,1000,-1.12835,0.36489557067742,1,-2.45,39.793,16.5090929793251,0.049114848852158,0.450525995927056,1000,323,0,3,674
519,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed3-v0,0,1000,1.22755,0.731145332680171,1.6,-0.85,18.946,10.6874264441913,0.076508040428162,0.236313032156252,1000,97,0,833,70
176,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed3-v0,0,1000,1.39559999999999,0.529641992292905,1.6,-0.95,21.241,8.40160216863427,0.08648796582222,0.264989793484637,1000,45,0,916,39
659,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed4-v0,0,1000,0.848850000000002,0.995096064458099,1.6,-0.95,21.538,14.046798781217,0.090480862379074,0.302970730446979,1000,212,0,653,135
204,0,Driving7x7RoundAbout-n2-v0,klr_k0_seed0-v0,0,1000,0.872750000000004,0.953268030251727,1.6,-0.95,28.698,17.8664712800262,0.113108188390732,0.357069693364372,1000,196,0,650,154
204,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed4-v0,0,1000,0.750150000000001,0.959680924839083,1.6,-0.95,28.698,17.8664712800262,0.113108188390732,0.357069693364372,1000,196,0,572,232
708,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed4-v0,0,1000,0.667500000000002,1.06367229445915,1.6,-0.95,19.674,13.4355395872291,0.074924550533295,0.193267003162036,1000,303,0,582,115
85,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed1-v0,0,1000,0.898450000000003,0.923810098180362,1.6,-0.95,23.095,15.1818304232395,0.090522871255875,0.275261533668223,1000,179,0,645,176
232,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed4-v0,0,1000,0.947750000000004,0.912125231259396,1.6,-0.95,22.374,14.3692074938042,0.095467059612274,0.337879639260617,1000,146,0,674,180
442,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed2-v0,0,1000,1.42594999999999,0.529319466390573,1.6,-1.15,47.874,9.28289416076689,0.116731819629669,0.47450907439507,1000,47,0,946,7
512,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed3-v0,0,1000,1.05935,0.950207912774881,1.6,-0.95,15.686,9.64113084653455,0.064786752700806,0.207704740672723,1000,192,0,786,22
257,0,Driving7x7RoundAbout-n2-v0,klr_k0_seed1-v0,0,1000,0.704350000000002,0.977887303067181,1.6,-0.95,25.119,17.3889861406581,0.103878394603729,0.374797715442553,1000,240,0,544,216
246,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed1-v0,0,1000,1.42379999999999,0.531501232359819,1.6,-1,47.837,9.51727014432185,0.117495219707489,0.487227222498913,1000,47,0,946,7
648,0,Driving7x7RoundAbout-n2-v0,klr_k0_seed3-v0,0,1000,1.39399999999999,0.580950944572776,1.6,-0.95,19.18,5.79461819277163,0.0778271048069,0.214955348451609,1000,56,0,930,14
449,0,Driving7x7RoundAbout-n2-v0,klr_k0_seed2-v0,0,1000,0.581050000000003,1.1086809268225,1.6,-0.95,25.596,18.7600848612153,0.095680243730545,0.290888682900971,1000,328,0,538,134
449,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed2-v0,0,1000,0.563100000000002,1.10428184355263,1.6,-0.95,25.596,18.7600848612153,0.095680243730545,0.290888682900971,1000,328,0,529,143
162,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed3-v0,0,1000,1.309,0.658994688901202,1.6,-0.75,16.63,6.46336599613545,0.065216826200485,0.171603452116381,1000,90,0,883,27
307,0,Driving7x7RoundAbout-n2-v0,klr_k0_seed1-v0,0,1000,1.06105,0.833444897698698,1.6,-0.95,22.389,13.4271992239633,0.085855509996414,0.233950804049766,1000,116,0,722,162
610,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed3-v0,0,1000,1.06665,0.932440495420483,1.6,-0.95,15.804,10.2665273583622,0.063064281225204,0.163438708570499,1000,180,0,777,43
600,0,Driving7x7RoundAbout-n2-v0,klr_k0_seed3-v0,0,1000,1.1743,0.878003137807599,1.6,-0.95,16.905,8.76424412028784,0.071194427013397,0.259410602091369,1000,142,0,845,13
60,0,Driving7x7RoundAbout-n2-v0,klr_k0_seed0-v0,0,1000,1.2703,0.666466735854084,1.6,-0.85,19.104,11.3425386929029,0.073629099130631,0.214040453798325,1000,73,0,841,86
71,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed1-v0,0,1000,0.678300000000003,1.01282975370987,1.6,-0.95,23.026,15.2895822048871,0.096701701879501,0.33730133339628,1000,272,0,545,183
267,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed1-v0,0,1000,0.739150000000003,0.972666323823333,1.6,-0.95,23.89,16.6379656208324,0.095178312063217,0.315734451212408,1000,235,0,561,204
582,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed4-v0,0,1000,1.10315,0.856529379239264,1.6,-0.95,21.644,11.5576495880434,0.081381479263306,0.200898539348863,1000,132,0,775,93
400,0,Driving7x7RoundAbout-n2-v0,klr_k0_seed1-v0,0,1000,0.739750000000002,0.947941157192786,1.6,-0.95,28.529,17.5651689146447,0.109445092201233,0.351997960435998,1000,210,0,540,250
400,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed4-v0,0,1000,0.918250000000003,0.994102327479424,1.6,-0.95,28.529,17.5651689146447,0.109445092201233,0.351997960435998,1000,210,0,703,87
568,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed4-v0,0,1000,0.945650000000003,0.894515834124807,1.6,-0.9,23.743,13.6443010447586,0.090589909791946,0.246875570519952,1000,166,0,680,154
453,0,Driving7x7RoundAbout-n2-v0,klr_k0_seed2-v0,0,1000,0.316450000000001,1.07316676127245,1.6,-0.95,18.116,15.549422625937,0.071920204162598,0.265922104379903,1000,441,0,408,151
256,0,Driving7x7RoundAbout-n2-v0,klr_k0_seed1-v0,0,1000,0.945150000000004,0.922035236582632,1.6,-0.85,21.718,13.0767150309242,0.089697262525558,0.306742974216491,1000,194,0,679,127
78,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed1-v0,0,1000,1.17985,0.743398599339548,1.6,-0.8,24.83,12.4657570969436,0.100125716209412,0.324126838775502,1000,93,0,783,124
695,0,Driving7x7RoundAbout-n2-v0,klr_k0_seed4-v0,0,1000,1.47059999999999,0.306538154232062,1.6,0,22.514,7.30464263328467,0.089721515417099,0.257607539608075,1000,0,0,958,42
503,0,Driving7x7RoundAbout-n2-v0,klr_k0_seed2-v0,0,1000,1.30905,0.509922148469748,1.6,0.1,25.028,12.9053948409183,0.091485179662704,0.185738061498904,1000,0,0,825,175
696,0,Driving7x7RoundAbout-n2-v0,klr_k0_seed4-v0,0,1000,0.715900000000002,1.06247220669531,1.6,-0.95,19.362,12.5833602825319,0.075522564172745,0.232356324379383,1000,297,0,610,93
403,0,Driving7x7RoundAbout-n2-v0,klr_k0_seed1-v0,0,1000,1.35955,0.53704403683497,1.6,-0.95,22.736,10.00381447249,0.092165425539017,0.288693046248203,1000,24,0,874,102
722,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed4-v0,0,1000,0.634550000000002,1.00249129547343,1.6,-0.95,24.048,16.1674270061751,0.091248981237412,0.26923931112068,1000,265,0,528,207
393,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed4-v0,0,1000,1.35644999999999,0.652810001072287,1.6,-1.1,47.155,10.5674488406616,0.118599476337433,0.488451709220464,1000,69,0,915,16
258,0,Driving7x7RoundAbout-n2-v0,klr_k0_seed1-v0,0,1000,1.0684,0.741212816942611,1.6,-0.95,27.01,14.9979298571503,0.113846194028854,0.407973982603752,1000,74,0,682,244
288,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed1-v0,0,1000,1.1064,0.715020307403918,1.6,-0.95,26.961,14.8348737439858,0.107088455200195,0.347128832404623,1000,62,0,703,235
157,0,Driving7x7RoundAbout-n2-v0,klr_k0_seed0-v0,0,1000,0.572650000000001,0.989762333845854,1.6,-0.95,22.226,17.5011120789509,0.083414091825485,0.257380613256335,1000,271,0,486,243
491,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed3-v0,0,1000,1.40294999999999,0.579567767823573,1.6,-2.1,47.427,10.3336668709612,0.115449243545532,0.464607756472491,1000,55,0,940,5
596,0,Driving7x7RoundAbout-n2-v0,klr_k0_seed3-v0,0,1000,1.2171,0.818787267854105,1.6,-0.95,15.506,7.30547493322645,0.059803195714951,0.162465840471355,1000,133,0,858,9
596,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed3-v0,0,1000,1.2213,0.817380761946347,1.6,-0.95,15.506,7.30547493322645,0.059803195714951,0.162465840471355,1000,133,0,861,6
477,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed2-v0,0,1000,0.440850000000004,1.08304837265009,1.6,-0.95,18.265,15.0936004650978,0.070403634548187,0.185481932156852,1000,393,0,470,137
160,0,Driving7x7RoundAbout-n2-v0,klr_k0_seed0-v0,0,1000,0.897950000000003,0.905595548520418,1.6,-0.95,21.166,14.1809888230687,0.085266423463821,0.286178162408573,1000,176,0,644,180
61,0,Driving7x7RoundAbout-n2-v0,klr_k0_seed0-v0,0,1000,1.04535,0.907615489896462,1.6,-1,17.793,12.655123507892,0.067430063486099,0.169422258160556,1000,158,0,754,88
352,0,Driving7x7RoundAbout-n2-v0,klr_k0_seed1-v0,0,1000,1.3003,0.510857034795448,1.6,-0.2,25.145,14.3255008638442,0.091770747900009,0.228603658035318,1000,0,0,801,199
561,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed4-v0,0,1000,0.878850000000004,0.971890002778085,1.6,-0.95,20.973,13.9249513823209,0.085526674985886,0.295926649530612,1000,190,0,654,156
687,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed4-v0,0,1000,1.35964999999999,0.643478342681401,1.6,-1.3,47.196,10.5077868269203,0.122112119197845,0.506280363987638,1000,67,0,919,14
36,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed0-v0,0,1000,0.844750000000004,0.956007289459656,1.6,-0.95,21.697,16.2717912658687,0.080354750394821,0.210399931064051,1000,187,0,624,189
274,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed1-v0,0,1000,0.916150000000004,0.945421428517462,1.6,-0.85,21.081,12.8339564827063,0.08629860830307,0.298722387782693,1000,213,0,670,117
148,1,Driving7x7RoundAbout-n2-v0,klr_k0_seed3-v0,0,1000,1.43079999999999,0.522629275873447,1.6,-1,47.786,9.52922892998169,0.121768630981445,0.50415089969828,1000,47,0,951,2
404,0,Driving7x7RoundAbout-n2-v0,klr_k0_seed1-v0,0,1000,0.446650000000001,0.956954166875296,1.6,-0.95,27.566,19.2844923189593,0.111256079673767,0.376404747275469,1000,279,0,381,340
62,0,Driving7x7RoundAbout-n2-v0,klr_k0_seed0-v0,0,1000,1.2071,0.70446759329298,1.6,-0.95,20.835,13.0912098371388,0.080046050310135,0.219677176947329,1000,64,0,794,142
58,0,Driving7x7RoundAbout-n2-v0,klr_k0_seed0-v0,0,1000,1.3553,0.555181871101713,1.6,-0.75,19.183,8.56291486586198,0.078961044788361,0.257603160589252,1000,49,0,889,62
